root_category-name,root_category-kanji,root_category-furigana,en-root_category_translation,fr-root_category_translation,main_category-name,main_category-kanji,main_category-furigana,en-main_category_translation,fr-main_category_translation,subcategory-name,subcategory-kanji,subcategory-furigana,en-subcategory-translation,fr-subcategory-translation,technique_name,technique,en-description,fr-description,fr-1-dan,fr-2-dan,fr-3-dan,kanji,furigana,en-translation,fr-translation,video,picture,tutorial,steps
katame-waza,固技,かためわざ,fixing-technique,fixation-technique,osaekomi-waza,抑込技,おさえこみわざ,seal_in_bulk-technique,scellement_massif-technique,,,,,,hon-gesa-gatame,hon-gesa-gatame,,,hon-gesa-gatame,hon-gesa-gatame,hon-gesa-gatame,本袈裟固,けさがため,,,https://www.youtube.com/watch?v=NDaQuJOFBYk,https://www.judo-ch.jp/english/dictionary/technique/katame/osae/kesa/image/img01.gif,https://www.judo-ch.jp/english/dictionary/technique/katame/osae/kesa/,
katame-waza,固技,かためわざ,fixing-technique,fixation-technique,osaekomi-waza,抑込技,おさえこみわざ,seal_in_bulk-technique,scellement_massif-technique,,,,,,kami-shiho-gatame,kami-shiho-gatame,,,kami-shiho-gatame,kami-shiho-gatame,kami-shiho-gatame,上四方固,かみしほうがため,,,https://youtu.be/HFuMjOv0WN8,https://www.judo-ch.jp/english/dictionary/technique/katame/osae/kamisihou/image/img01.gif,https://www.judo-ch.jp/english/dictionary/technique/katame/osae/kamisihou/,
katame-waza,固技,かためわざ,fixing-technique,fixation-technique,osaekomi-waza,抑込技,おさえこみわざ,seal_in_bulk-technique,scellement_massif-technique,,,,,,kata-gatame,kata-gatame,,,kata-gatame,kata-gatame,kata-gatame,肩固,かたがため,,,https://youtu.be/zQR3IOXxO_Q,https://www.judo-ch.jp/english/dictionary/technique/katame/osae/kata/image/img01.gif,https://www.judo-ch.jp/english/dictionary/technique/katame/osae/kata/,
katame-waza,固技,かためわざ,fixing-technique,fixation-technique,osaekomi-waza,抑込技,おさえこみわざ,seal_in_bulk-technique,scellement_massif-technique,,,,,,kesa-gatame,kuzure-gesa-gatame,,,kuzure-gesa-gatame,kuzure-gesa-gatame,kuzure-gesa-gatame,崩袈裟固,くずれけさがため,,,https://youtu.be/Q2fb9jaoUFQ,https://www.judo-ch.jp/english/dictionary/technique/katame/osae/kuzurekesa/image/img01.gif,https://www.judo-ch.jp/english/dictionary/technique/katame/osae/kuzurekesa/,
katame-waza,固技,かためわざ,fixing-technique,fixation-technique,osaekomi-waza,抑込技,おさえこみわざ,seal_in_bulk-technique,scellement_massif-technique,,,,,,kuzure-gesa-gatame,kuzure-kami-shiho-gatame,,,kuzure-kami-shiho-gatame,kuzure-kami-shiho-gatame,kuzure-kami-shiho-gatame,崩上四方固,くずれかみしほうがため,,,https://youtu.be/YUrogQWdwiY,https://www.judo-ch.jp/english/dictionary/technique/katame/osae/kuzurekami/image/img01.gif,https://www.judo-ch.jp/english/dictionary/technique/katame/osae/kuzurekami/,
katame-waza,固技,かためわざ,fixing-technique,fixation-technique,osaekomi-waza,抑込技,おさえこみわざ,seal_in_bulk-technique,scellement_massif-technique,,,,,,kuzure-kami-shiho-gatame,kuzure-tate-shiho-gatame,,,,kuzure-tate-shiho-gatame,kuzure-tate-shiho-gatame,崩縦四方固,くずれたてしほうがため,,,https://youtu.be/55-rFmBx53g,https://www.judo-tao.com/gokyo/KATAME-WAZA/OSAE-KOMI-WAZA/KUZURE-TATE-SHIHO-GATAME.htm,,
katame-waza,固技,かためわざ,fixing-technique,fixation-technique,osaekomi-waza,抑込技,おさえこみわざ,seal_in_bulk-technique,scellement_massif-technique,,,,,,kuzure-yoko-shiho-gatame,kuzure-yoko-shiho-gatame,,,,kuzure-yoko-shiho-gatame,kuzure-yoko-shiho-gatame,崩横四方固,くずれよこしほうがため,,,,,,
katame-waza,固技,かためわざ,fixing-technique,fixation-technique,osaekomi-waza,抑込技,おさえこみわざ,seal_in_bulk-technique,scellement_massif-technique,,,,,,tate-shiho-gatame,tate-shiho-gatame,,,tate-shiho-gatame,tate-shiho-gatame,tate-shiho-gatame,縦四方固,たてしほうがため,,,,https://www.judopourtous.com/Images/NeKuzureTateShihoGatame4.gif,,
katame-waza,固技,かためわざ,fixing-technique,fixation-technique,osaekomi-waza,抑込技,おさえこみわざ,seal_in_bulk-technique,scellement_massif-technique,,,,,,ushiro-kesa-gatame,ushiro-kesa-gatame,,,ushiro-kesa-gatame,ushiro-kesa-gatame,ushiro-kesa-gatame,後袈裟固,うしろけさがため,,,https://youtu.be/SBapox2M2dE,,,
katame-waza,固技,かためわざ,fixing-technique,fixation-technique,osaekomi-waza,抑込技,おさえこみわざ,seal_in_bulk-technique,scellement_massif-technique,,,,,,yoko-shiho-gatame,yoko-shiho-gatame,,,yoko-shiho-gatame,yoko-shiho-gatame,yoko-shiho-gatame,横四方固,よこしほうがため,,,https://youtu.be/TT7XJVSEQxA,,,
katame-waza,固技,かためわざ,fixing-technique,fixation-technique,osaekomi-waza,抑込技,おさえこみわざ,seal_in_bulk-technique,scellement_massif-technique,,,,,,makura-gesa-gatame,makura-gesa-gatame,,,makura-gesa-gatame,makura-gesa-gatame,makura-gesa-gatame,枕袈裟固,まくらけさがため,-draped_over_one shoulder-,,https://www.youtube.com/watch?v=e5HrhANfDcU,https://commons.wikimedia.org/wiki/File:Makura-kesa-gatame.gif?uselang=fr,,
katame-waza,固技,かためわざ,fixing-technique,fixation-technique,shime-waza,絞技,しめわざ,strangle-technique,etranglement-technique,,,,,,ashi-gatame-jime,ashi-gatame-jime,,,,ashi-gatame-jime,ashi-gatame-jime,脚固十字,,,,,,,
katame-waza,固技,かためわざ,fixing-technique,fixation-technique,shime-waza,絞技,しめわざ,strangle-technique,etranglement-technique,,,,,,gyaku-juji-jime,gyaku-juji-jime,,,gyaku-juji-jime,gyaku-juji-jime,gyaku-juji-jime,逆十字絞,ぎゃくじゅうじじめ,,,https://youtu.be/t3tQriIPdlI,https://www.judo-ch.jp/english/dictionary/technique/katame/sime/gyaku/image/img01.gif,https://www.judo-ch.jp/english/dictionary/technique/katame/sime/gyaku/,
katame-waza,固技,かためわざ,fixing-technique,fixation-technique,shime-waza,絞技,しめわざ,strangle-technique,etranglement-technique,,,,,,hadaka-jime,hadaka-jime,,,hadaka-jime,hadaka-jime,hadaka-jime,裸絞,はだかじめ,,,https://youtu.be/9f0n8jez7iA,https://www.judo-ch.jp/english/dictionary/technique/katame/sime/hadaka/image/img01.gif,https://www.judo-ch.jp/english/dictionary/technique/katame/sime/hadaka/,
katame-waza,固技,かためわざ,fixing-technique,fixation-technique,shime-waza,絞技,しめわざ,strangle-technique,etranglement-technique,,,,,,kata-ha-jime,kata-ha-jime,,,kata-ha-jime,kata-ha-jime,kata-ha-jime,片羽絞,かたはじめ,,,https://www.youtube.com/watch?v=yaTGgRjnwB8,https://www.judo-ch.jp/english/dictionary/technique/katame/sime/kataha/image/img01.gif,https://www.judo-ch.jp/english/dictionary/technique/katame/sime/kataha/,
katame-waza,固技,かためわざ,fixing-technique,fixation-technique,shime-waza,絞技,しめわざ,strangle-technique,etranglement-technique,,,,,,kata-juji-jime,kata-juji-jime,,,kata-juji-jime,kata-juji-jime,kata-juji-jime,片十字絞,かたじゅうじじめ,,,https://youtu.be/3VZVUAmiMD8,https://www.judo-ch.jp/english/dictionary/technique/katame/sime/kata/,https://www.judo-ch.jp/english/dictionary/technique/katame/sime/kata/,
katame-waza,固技,かためわざ,fixing-technique,fixation-technique,shime-waza,絞技,しめわざ,strangle-technique,etranglement-technique,,,,,,kata-te-jime,kata-te-jime,,,kata-te-jime,kata-te-jime,kata-te-jime,片手絞,かたてじめ,,,https://youtu.be/cHeIs-fSqwE,https://www.judo-ch.jp/english/dictionary/technique/katame/sime/katate/image/img01.gif,https://www.judo-ch.jp/english/dictionary/technique/katame/sime/katate/,
katame-waza,固技,かためわざ,fixing-technique,fixation-technique,shime-waza,絞技,しめわざ,strangle-technique,etranglement-technique,,,,,,morote-jime,morote-jime,,,,morote-jime,morote-jime,諸手絞,もろてじめ,,,,,,
katame-waza,固技,かためわざ,fixing-technique,fixation-technique,shime-waza,絞技,しめわざ,strangle-technique,etranglement-technique,,,,,,nami-juji-jime,nami-juji-jime,,,nami-juji-jime,nami-juji-jime,nami-juji-jime,並十字絞,なみじゅうじじめ,,,https://youtu.be/k2cHry9HByQ,https://www.judo-ch.jp/english/dictionary/technique/katame/sime/nami/image/img01.gif,https://www.judo-ch.jp/english/dictionary/technique/katame/sime/nami/,
katame-waza,固技,かためわざ,fixing-technique,fixation-technique,shime-waza,絞技,しめわざ,strangle-technique,etranglement-technique,,,,,,okuri-eri-jime,okuri-eri-jime,,,okuri-eri-jime,okuri-eri-jime,okuri-eri-jime,送襟絞,おくりえりじめ,,,https://youtu.be/EiqyoVcIAi8,https://www.judo-ch.jp/english/dictionary/technique/katame/sime/okurieri/image/img01.gif,https://www.judo-ch.jp/english/dictionary/technique/katame/sime/okurieri/,
katame-waza,固技,かためわざ,fixing-technique,fixation-technique,shime-waza,絞技,しめわざ,strangle-technique,etranglement-technique,,,,,,ryo-te-jime,ryo-te-jime,,,,,ryo-te-jime,両手絞,りょうてじめ,,,https://www.youtube.com/watch?v=-RHC4V7TQiY,https://www.judo-ch.jp/english/dictionary/technique/katame/sime/ryoute/image/img01.gif,https://www.judo-ch.jp/english/dictionary/technique/katame/sime/ryoute/,
katame-waza,固技,かためわざ,fixing-technique,fixation-technique,shime-waza,絞技,しめわざ,strangle-technique,etranglement-technique,,,,,,sankaku-jime,sankaku-jime,,,sankaku-jime,sankaku-jime,sankaku-jime,三角絞,さんかくじめ,,,https://youtu.be/lq1CUBRAm7s,https://www.judo-ch.jp/english/dictionary/technique/katame/sime/sankaku/image/img01.gif,https://www.judo-ch.jp/english/dictionary/technique/katame/sime/sankaku/,
katame-waza,固技,かためわざ,fixing-technique,fixation-technique,shime-waza,絞技,しめわざ,strangle-technique,etranglement-technique,,,,,,sode-guruma-jime,sode-guruma-jime,,,,sode-guruma-jime ,sode-guruma-jime,袖車絞,そでぐるまじめ,,,https://youtu.be/E3nvQzClcAU,https://www.judo-ch.jp/english/dictionary/technique/katame/sime/sodeguruma/image/img01.gif,https://www.judo-ch.jp/english/dictionary/technique/katame/sime/sodeguruma/,
katame-waza,固技,かためわざ,fixing-technique,fixation-technique,shime-waza,絞技,しめわざ,strangle-technique,etranglement-technique,,,,,,tsukkomi-jime,tsukkomi-jime,,,,,tsukkomi-jime,突込絞,つっこみじめ,,,https://youtu.be/dKKpnD3eLcY,https://www.judo-ch.jp/english/dictionary/technique/katame/sime/tukkomi/image/img01.gif,https://www.judo-ch.jp/english/dictionary/technique/katame/sime/tukkomi/,
katame-waza,固技,かためわざ,fixing-technique,fixation-technique,kansetsu-waza,関節技,かんせつわざ,involve_joint-technique,implication_articulation-technique,,,,,,ude-hishigi-ashi-gatame,ude-hishigi-ashi-gatame,,,,ude-hishigi-ashi-gatame,ude-hishigi-ashi-gatame,腕挫脚固,うでひしぎあしがため,,,https://youtu.be/ClY7g_pX-4s,https://www.judo-ch.jp/english/dictionary/technique/katame/kansetu/udeasi/image/img01.gif,https://www.judo-ch.jp/english/dictionary/technique/katame/kansetu/udeasi/,
katame-waza,固技,かためわざ,fixing-technique,fixation-technique,kansetsu-waza,関節技,かんせつわざ,involve_joint-technique,implication_articulation-technique,,,,,,ude-hishigi-hara-gatame,ude-hishigi-hara-gatame,,,ude-hishigi-hara-gatame,ude-hishigi-hara-gatame,ude-hishigi-hara-gatame,腕挫腹固,うでひしぎはらがため,,,https://youtu.be/ZzEycg8R_9M,https://www.judo-ch.jp/english/dictionary/technique/katame/kansetu/udehara/image/img01.gif,https://www.judo-ch.jp/english/dictionary/technique/katame/kansetu/udehara/,
katame-waza,固技,かためわざ,fixing-technique,fixation-technique,kansetsu-waza,関節技,かんせつわざ,involve_joint-technique,implication_articulation-technique,,,,,,ude-hishigi-hiza-gatame,ude-hishigi-hiza-gatame,,,ude-hishigi-hiza-gatame,ude-hishigi-hiza-gatame,ude-hishigi-hiza-gatame,腕挫膝固,うでひしぎひざがため,,,https://youtu.be/H2HtAJdiJcE,https://www.judo-ch.jp/english/dictionary/technique/katame/kansetu/udehara/image/img01.gif,https://www.judo-ch.jp/english/dictionary/technique/katame/kansetu/udehiza/,
katame-waza,固技,かためわざ,fixing-technique,fixation-technique,kansetsu-waza,関節技,かんせつわざ,involve_joint-technique,implication_articulation-technique,,,,,,ude-hishigi-juji-gatame,ude-hishigi-juji-gatame,,,ude-hishigi-juji-gatame,ude-hishigi-juji-gatame,ude-hishigi-juji-gatame,腕挫十字固,うでひしぎじゅうじがため,,,https://youtu.be/OWgSOlCuMXw,https://www.judo-ch.jp/english/dictionary/technique/katame/kansetu/udejyuji/image/img01.gif,https://www.judo-ch.jp/english/dictionary/technique/katame/kansetu/udejyuji/,
katame-waza,固技,かためわざ,fixing-technique,fixation-technique,kansetsu-waza,関節技,かんせつわざ,involve_joint-technique,implication_articulation-technique,,,,,,ude-hishigi-sankaku-gatame,ude-hishigi-sankaku-gatame,,,,ude-hishigi-sankaku-gatame,ude-hishigi-sankaku-gatame,腕挫三角固,うでひしぎさんかくがため,,,https://youtu.be/WefAmW4azhk,https://www.judo-ch.jp/english/dictionary/technique/katame/kansetu/udesankakku/image/img01.gif,https://www.judo-ch.jp/english/dictionary/technique/katame/kansetu/udesankakku/,
katame-waza,固技,かためわざ,fixing-technique,fixation-technique,kansetsu-waza,関節技,かんせつわざ,involve_joint-technique,implication_articulation-technique,,,,,,ude-hishigi-ude-gatame,ude-hishigi-ude-gatame,,,ude-hishigi-ude-gatame,ude-hishigi-ude-gatame,ude-hishigi-ude-gatame,腕挫腕固,うでひしぎうでがため,,,https://youtu.be/SBf0aTma1VI,https://www.judo-ch.jp/english/dictionary/technique/katame/kansetu/udeude/image/img01.gif,https://www.judo-ch.jp/english/dictionary/technique/katame/kansetu/udeude/,
katame-waza,固技,かためわざ,fixing-technique,fixation-technique,kansetsu-waza,関節技,かんせつわざ,involve_joint-technique,implication_articulation-technique,,,,,,ude-hishigi-waki-gatame,ude-hishigi-waki-gatame,,,ude-hishigi-waki-gatame,ude-hishigi-waki-gatame,ude-hishigi-waki-gatame,腕挫腋固,うでひしぎわきがため,,,https://youtu.be/8F5p1zuJRG0,https://www.judo-ch.jp/english/dictionary/technique/katame/kansetu/udewaki/image/img01.gif,https://www.judo-ch.jp/english/dictionary/technique/katame/kansetu/udewaki/,
katame-waza,固技,かためわざ,fixing-technique,fixation-technique,kansetsu-waza,関節技,かんせつわざ,involve_joint-technique,implication_articulation-technique,,,,,,ude-garami,ude-garami,,,ude-garami,ude-garami,ude-garami,腕緘,うでがらみ,,,https://youtu.be/AIlTvZb4RlE,https://www.judo-ch.jp/english/dictionary/technique/katame/kansetu/udegarami/image/img01.gif,https://www.judo-ch.jp/english/dictionary/technique/katame/kansetu/udegarami/,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,
